productid,imageid,pixels
4215695990,1317929991,[0 0 0 ... 0 0 0]
2180304744,1130183402,[0 0 0 ... 0 0 0]
3034752677,1189574890,[0 0 0 ... 0 0 0]
4180480865,1309392125,[0 0 0 ... 0 0 0]
4158614939,1303497601,[0 0 0 ... 0 0 0]
1363084685,1076408182,[0 0 0 ... 0 0 0]
619696583,1032190209,[0 0 0 ... 0 0 0]
2035478940,1121420193,[0 0 0 ... 0 0 0]
2887191835,1169904096,[0 0 0 ... 0 0 0]
130081278,900585625,[0 0 0 ... 0 0 0]
4060905717,1301420975,[0 0 0 ... 0 0 0]
2825567768,1167059119,[3 3 3 ... 0 0 0]
4037101154,1279194276,[0 0 0 ... 0 0 0]
3751870812,1241009757,[0 0 0 ... 0 0 0]
411295845,1005105524,[0 0 0 ... 0 0 0]
278547973,977867804,[0 0 0 ... 0 0 0]
3879892982,1257253017,[0 0 0 ... 0 0 0]
47518752,833748127,[0 0 0 ... 0 0 0]
569596930,1026880956,[0 0 0 ... 0 0 0]
285448444,1176287583,[0 0 0 ... 0 0 0]
4187541461,1311555198,[0 0 0 ... 0 0 0]
435046175,1007646633,[0 0 0 ... 0 0 0]
3721544052,1237577377,[0 0 0 ... 0 0 0]
1017375,604147,[0 0 0 ... 0 0 0]
124143764,885215749,[0 0 0 ... 0 0 0]
1623700967,1094548058,[0 0 0 ... 0 0 0]
84400240,853541986,[0 0 0 ... 0 0 0]
4122442558,1294123392,[0 0 0 ... 0 0 0]
2679537630,1156971785,[0 0 0 ... 0 0 0]
46675181,947071214,[0 0 0 ... 0 0 0]
4177518682,1308633681,[0 0 0 ... 0 0 0]
278812012,977754683,[0 0 0 ... 0 0 0]
3906636495,1262297340,[0 0 0 ... 0 0 0]
802854299,1039791333,[0 0 0 ... 0 0 0]
4166642779,1305764272,[0 0 0 ... 0 0 0]
253099445,966514159,[0 0 0 ... 0 0 0]
101301658,861978383,[0 0 0 ... 0 0 0]
222771015,956769608,[0 0 0 ... 0 0 0]
3898895235,1261335171,[0 0 0 ... 0 0 0]
1101970990,1061744317,[0 0 0 ... 0 0 0]
1580086947,1092258327,[0 0 0 ... 0 0 0]
4006490478,1275500895,[0 0 0 ... 0 0 0]
1118849542,1121269402,[0 0 0 ... 0 0 0]
3898707876,1261173945,[0 0 0 ... 0 0 0]
1878103734,1108738682,[0 0 0 ... 0 0 0]
3027444088,1186685325,[0 0 0 ... 0 0 0]
656502,1274821768,[0 0 0 ... 0 0 0]
3797081055,1246095865,[12 12 12 ...  0  0  0]
50591958,471036030,[0 0 0 ... 0 0 0]
207257918,941676210,[0 0 0 ... 0 0 0]
3177051425,1195807823,[0 0 0 ... 0 0 0]
982246414,1052014535,[0 0 0 ... 0 0 0]
4058945052,1282775834,[  0   0   0 ... 173 137 108]
154160416,909845572,[0 0 0 ... 0 0 0]
4071502865,1285918937,[0 0 0 ... 0 0 0]
2755753142,1162646866,[0 0 0 ... 0 0 0]
467712669,1013532108,[0 0 0 ... 0 0 0]
4004326771,1275060999,[0 0 0 ... 0 0 0]
4231421562,1323839899,[0 0 0 ... 0 0 0]
112768298,868997594,[0 0 0 ... 0 0 0]
4199858892,1313686635,[0 0 0 ... 0 0 0]
4250642640,1328492431,[0 0 0 ... 0 0 0]
3543728408,1220338468,[0 0 0 ... 0 0 0]
50221169,444151530,[0 0 0 ... 0 0 0]
159385465,914847192,[0 0 0 ... 0 0 0]
418188097,1005824543,[0 0 0 ... 0 0 0]
2162433535,1129078212,[0 0 0 ... 0 0 0]
262246872,971482549,[0 0 0 ... 0 0 0]
1949598479,1267795896,[0 0 0 ... 0 0 0]
304801236,996086125,[8 8 8 ... 7 7 7]
3951008353,1268465728,[0 0 0 ... 0 0 0]
57666453,690659735,[0 0 0 ... 0 0 0]
3831176498,1250237740,[0 0 0 ... 0 0 0]
102705656,862681306,[0 0 0 ... 0 0 0]
4150991708,1301510311,[0 0 0 ... 0 0 0]
4056669984,1282666218,[0 0 0 ... 0 0 0]
138516440,891700108,[0 0 0 ... 0 0 0]
3895301094,1260706685,[0 0 0 ... 0 0 0]
2756187261,1162664381,[0 0 0 ... 0 0 0]
1324564979,1073658975,[0 0 0 ... 0 0 0]
2658133001,1254564627,[0 0 0 ... 0 0 0]
3775275645,1243660020,[0 0 0 ... 0 0 0]
4177866962,1308895289,[0 0 0 ... 0 0 0]
4004175894,1275406236,[0 0 0 ... 0 0 0]
3814898517,1248391609,[0 0 0 ... 0 0 0]
3875022219,1256915475,[0 0 0 ... 0 0 0]
3887637304,1259388498,[0 0 0 ... 0 0 0]
2725731982,1160747742,[0 0 0 ... 0 0 0]
2832752208,1190252732,[0 0 0 ... 0 0 0]
1651129913,1096309992,[0 0 0 ... 0 0 0]
4157460453,1303121859,[0 0 0 ... 0 0 0]
569765190,1027143203,[0 0 0 ... 0 0 0]
4058777456,1282908553,[0 0 0 ... 0 0 0]
4228838280,1321703373,[0 0 0 ... 0 0 0]
2089576227,1255708822,[0 0 0 ... 0 0 0]
297697889,990647255,[0 0 0 ... 0 0 0]
2533301088,1147632806,[0 0 0 ... 0 0 0]
2649520222,1155138544,[0 0 0 ... 0 0 0]
3536534809,1220343965,[0 0 0 ... 0 0 0]
861189649,1308821682,[0 0 0 ... 0 0 0]
3561887198,1267184384,[0 0 0 ... 0 0 0]
4089926024,1289800178,[0 0 0 ... 0 0 0]
73669740,845004229,[0 0 0 ... 0 0 0]
3819982837,1249535629,[0 0 0 ... 0 0 0]
942608123,1048523068,[0 0 0 ... 0 0 0]
435907294,1008065114,[0 0 0 ... 0 0 0]
3644415716,1231189419,[0 0 0 ... 0 0 0]
3822347922,1250020259,[0 0 0 ... 0 0 0]
4231854444,1323481828,[0 0 0 ... 0 0 0]
3805769863,1247153530,[0 0 0 ... 0 0 0]
4218753201,1319271412,[0 0 0 ... 0 0 0]
2751531618,1162776780,[0 0 0 ... 0 0 0]
457262834,1242371324,[0 0 0 ... 0 0 0]
18394068,296792431,[0 0 0 ... 0 0 0]
3889214041,1259759266,[0 0 0 ... 0 0 0]
4182110503,1310912044,[0 0 0 ... 0 0 0]
2993124303,1179708103,[0 0 0 ... 0 0 0]
2681819287,1158014062,[0 0 0 ... 0 0 0]
167769498,921090381,[0 0 0 ... 0 0 0]
4236297589,1324193092,[0 0 0 ... 0 0 0]
3470156501,1215442831,[0 0 0 ... 0 0 0]
3727805301,1238343502,[0 0 0 ... 0 0 0]
436068122,1008134369,[0 0 0 ... 0 0 0]
569736119,1027092066,[0 0 0 ... 0 0 0]
2870254460,1169056407,[0 0 0 ... 0 0 0]
240850954,962463660,[0 0 0 ... 0 0 0]
2056555175,1123518401,[0 0 0 ... 0 0 0]
3775728487,1243746224,[1 1 1 ... 0 0 0]
2533432324,1147667951,[0 0 0 ... 0 0 0]
247959274,964754995,[0 0 0 ... 0 0 0]
3218817986,1250272173,[0 0 0 ... 0 0 0]
179373904,1146383377,[0 0 0 ... 0 0 0]
3938194847,1267267303,[0 0 0 ... 0 0 0]
3875025781,1256928321,[0 0 0 ... 0 0 0]
4236042963,1324158617,[122 122 122 ...   0   0   0]
3515188118,1218641450,[0 0 0 ... 0 0 0]
2252752960,1133643756,[0 0 0 ... 0 0 0]
414927744,1005638553,[0 0 0 ... 0 0 0]
3872341859,1255905330,[0 0 0 ... 0 0 0]
3410062520,1211802063,[0 0 0 ... 0 0 0]
4182113659,1310991300,[0 0 0 ... 0 0 0]
257426562,984307528,[0 0 0 ... 0 0 0]
82088950,874728473,[0 0 0 ... 0 0 0]
1682562199,1098541319,[0 0 0 ... 0 0 0]
4218291167,1319047542,[0 0 0 ... 0 0 0]
68162517,834822866,[0 0 0 ... 0 0 0]
107645417,874538399,[0 0 0 ... 0 0 0]
278589793,1269868318,[0 0 0 ... 0 0 0]
1609883797,1093731446,[0 0 0 ... 0 0 0]
2725727364,1160744838,[0 0 0 ... 0 0 0]
922863510,1098190898,[0 0 0 ... 0 0 0]
779197340,1038950013,[0 0 0 ... 0 0 0]
1428746234,1079794237,[0 0 0 ... 0 0 0]
3759390903,1241673307,[0 0 0 ... 0 0 0]
201533868,939062777,[0 0 0 ... 0 0 0]
4187113180,1315105769,[0 0 0 ... 0 0 0]
204518040,964903178,[0 0 0 ... 0 0 0]
3541011103,1220210020,[0 0 0 ... 0 0 0]
4213758464,1317759129,[0 0 0 ... 0 0 0]
4165232884,1306464714,[0 0 0 ... 0 0 0]
3866991762,1254991754,[ 0  0  0 ... 58 52 48]
87007838,932891665,[0 0 0 ... 0 0 0]
4012660115,1276288720,[1 1 1 ... 0 0 0]
4155417275,1302476246,[0 0 0 ... 0 0 0]
3747222556,1240396964,[0 0 0 ... 0 0 0]
3942393182,1267258953,[0 0 0 ... 0 0 0]
4231757644,1323334174,[0 0 0 ... 0 0 0]
256735725,969712851,[0 0 0 ... 0 0 0]
158527670,914072409,[1 1 1 ... 0 0 0]
4215473823,1320188302,[0 0 0 ... 0 0 0]
88183232,855379630,[0 0 0 ... 0 0 0]
4011128189,1276114689,[0 0 0 ... 0 0 0]
1889745307,1109471956,[0 0 0 ... 0 0 0]
843737593,1042705434,[0 0 0 ... 0 0 0]
4214364233,1319429753,[0 0 0 ... 0 0 0]
3599086892,1226473283,[0 0 0 ... 0 0 0]
569547139,1026800009,[0 0 0 ... 0 0 0]
4168852202,1307457485,[0 0 0 ... 0 0 0]
4058285686,1282821384,[0 0 0 ... 0 0 0]
1108944397,1062162237,[0 0 0 ... 0 0 0]
3182778608,1213024387,[0 0 0 ... 0 0 0]
3782771625,1244326383,[0 0 0 ... 0 0 0]
50213866,443526730,[0 0 0 ... 0 0 0]
2062699997,1123813535,[0 0 0 ... 0 0 0]
4044739286,1280335024,[0 0 0 ... 0 0 0]
2858518582,1261207786,[0 0 0 ... 0 0 0]
278584553,1067505449,[0 0 0 ... 0 0 0]
1967304405,1117040289,[0 0 0 ... 0 0 0]
53843444,563029408,[0 0 0 ... 0 0 0]
1114117168,1062426468,[0 0 0 ... 0 0 0]
4071378801,1287577230,[1 1 1 ... 0 0 0]
584063966,1028402781,[0 0 0 ... 0 0 0]
3775727718,1243746151,[1 1 1 ... 0 0 0]
4156934492,1302905809,[0 0 0 ... 0 0 0]
3819977532,1249533215,[0 0 0 ... 0 0 0]
2061925913,1123726763,[0 0 0 ... 0 0 0]
435843265,1007984455,[0 0 0 ... 0 0 0]
4042479605,1280076672,[0 0 0 ... 1 1 1]
4231688189,1323266264,[0 0 0 ... 0 0 0]
800086609,1039758973,[0 0 0 ... 0 0 0]
546798597,1024745757,[0 0 0 ... 0 0 0]
3408287788,1211832182,[0 0 0 ... 0 0 0]
4200881732,1316273749,[0 0 0 ... 0 0 0]
418205048,1198900895,[0 0 0 ... 0 0 0]
4017072415,1276807906,[0 0 0 ... 0 0 0]
622636140,1032558506,[0 0 0 ... 0 0 0]
291290082,985862925,[0 0 0 ... 0 0 0]
62028234,779867102,[0 0 0 ... 0 0 0]
4046438852,1280707081,[0 0 0 ... 0 0 0]
290707819,1030358128,[0 0 0 ... 0 0 0]
128152906,883239623,[0 0 0 ... 0 0 0]
73993979,845272765,[0 0 0 ... 0 0 0]
4235882405,1324201231,[0 0 0 ... 0 0 0]
58975892,711427470,[0 0 0 ... 0 0 0]
857237540,1044470604,[0 0 0 ... 0 0 0]
4003928543,1275162365,[0 0 0 ... 0 0 0]
3993169377,1273151412,[0 0 0 ... 0 0 0]
4141563216,1299184453,[0 0 0 ... 0 0 0]
3869459207,1255335311,[0 0 0 ... 0 0 0]
107477513,865189532,[0 0 0 ... 0 0 0]
3881701462,1257522873,[0 0 0 ... 0 0 0]
52195140,623995311,[0 0 0 ... 0 0 0]
175176750,924064743,[0 0 0 ... 0 0 0]
4195542969,1312597619,[0 0 0 ... 0 0 0]
1190505882,1068212007,[0 0 0 ... 0 0 0]
3967575667,1270074089,[0 0 0 ... 0 0 0]
3893579988,1260398140,[0 0 0 ... 0 0 0]
3782771538,1244326103,[0 0 0 ... 0 0 0]
3775275593,1243659706,[0 0 0 ... 0 0 0]
3765118374,1242565694,[0 0 0 ... 0 0 0]
46336365,307921834,[0 0 0 ... 0 0 0]
294483731,987654181,[0 0 0 ... 0 0 0]
3955074191,1269001089,[0 0 0 ... 0 0 0]
138717669,956382451,[0 0 0 ... 0 0 0]
3578851019,1223309158,[0 0 0 ... 0 0 0]
3929328132,1265091549,[0 0 0 ... 0 0 0]
170808070,922170678,[0 0 0 ... 0 0 0]
4215674503,1320213324,[0 0 0 ... 0 0 0]
190111054,933262646,[0 0 0 ... 0 0 0]
3868406578,1255218720,[8 1 1 ... 1 0 0]
2077296139,1124410513,[0 0 0 ... 0 0 0]
3940039889,1266804836,[0 0 0 ... 0 0 0]
4160812347,1304043696,[0 0 0 ... 0 0 0]
4186218997,1314245542,[0 0 0 ... 0 0 0]
4006518787,1275666517,[0 0 0 ... 0 0 0]
1133028003,1239469846,[0 0 0 ... 0 0 0]
50369352,455184928,[0 0 0 ... 0 0 0]
960522016,1050382116,[0 0 0 ... 0 0 0]
299019172,991498623,[0 0 0 ... 0 0 0]
4183298589,1310477041,[0 0 0 ... 0 0 0]
4003843537,1275079689,[0 0 0 ... 0 0 0]
4052946860,1281707114,[0 0 0 ... 0 0 0]
3569004868,1222146300,[0 0 0 ... 0 0 0]
1893858018,1109848396,[0 0 0 ... 0 0 0]
4202301691,1314376305,[0 0 0 ... 0 0 0]
171522568,922483907,[0 0 0 ... 0 0 0]
6962609,242797530,[0 0 0 ... 0 0 0]
1361968473,1076353561,[0 0 0 ... 0 0 0]
278549598,1126009535,[0 0 0 ... 0 0 0]
4165989147,1305534560,[0 0 0 ... 0 0 0]
4061633789,1283939354,[0 0 0 ... 0 0 0]
1648611740,1096223584,[0 0 0 ... 0 0 0]
742581186,1037960501,[0 0 0 ... 0 0 0]
4037079090,1278766560,[0 0 0 ... 0 0 0]
3287289954,1204249832,[0 0 0 ... 0 0 0]
148926873,904208005,[0 0 0 ... 0 0 0]
187230735,931974485,[0 0 0 ... 0 0 0]
552051694,1025444547,[0 0 0 ... 0 0 0]
435037825,1007572233,[0 0 0 ... 0 0 0]
153364864,908820197,[0 0 0 ... 0 0 0]
3594231082,1226161575,[0 0 0 ... 0 0 0]
4200882897,1316295249,[0 0 0 ... 0 0 0]
3839181102,1251742453,[0 0 0 ... 0 0 0]
3148097555,1193638019,[0 0 0 ... 0 0 0]
4027344942,1277905246,[0 0 0 ... 0 0 0]
3992382503,1273015401,[0 0 0 ... 0 0 0]
2532148278,1147451658,[0 0 0 ... 0 0 0]
4001227358,1300035790,[0 0 0 ... 0 0 0]
4139569981,1299175032,[0 0 0 ... 0 0 0]
1597976030,1093148007,[0 0 0 ... 0 0 0]
2150648953,1128558753,[0 0 0 ... 0 0 0]
259364744,970432492,[0 0 0 ... 0 0 0]
3753602445,1241202248,[1 1 1 ... 0 0 0]
179891901,1203363944,[0 0 0 ... 0 0 0]
291865514,986080950,[0 0 0 ... 0 0 0]
1869201184,1107660158,[0 0 0 ... 0 0 0]
4006490737,1275504294,[0 0 0 ... 0 0 0]
77563029,847886053,[0 0 0 ... 0 0 0]
3797110718,1246136680,[0 0 0 ... 0 0 0]
4003949790,1275253599,[0 0 0 ... 0 0 0]
4172334465,1307663686,[0 0 0 ... 2 2 2]
16653099,286173070,[0 0 0 ... 0 0 0]
3123019049,1192183843,[0 0 0 ... 0 0 0]
2462594168,1143218568,[0 0 0 ... 0 0 0]
4076877261,1287466047,[0 0 0 ... 0 0 0]
227123793,958201806,[0 0 0 ... 0 0 0]
3898729900,1261430806,[0 0 0 ... 0 0 0]
3971735991,1270558642,[0 0 0 ... 0 0 0]
2034804874,1121360098,[0 0 0 ... 0 0 0]
4050843330,1281780795,[0 0 0 ... 0 0 0]
56508171,913841664,[0 0 0 ... 0 0 0]
2779771881,1164109881,[0 0 0 ... 0 0 0]
2041884728,1190250835,[0 0 0 ... 0 0 0]
3657394643,1232142364,[0 0 0 ... 0 0 0]
181665429,928329988,[0 0 0 ... 0 0 0]
210128578,947738747,[0 0 0 ... 0 0 0]
4078701764,1287489087,[0 0 0 ... 0 0 0]
1711729785,1100061836,[0 0 0 ... 0 0 0]
4063780034,1285136931,[0 0 0 ... 0 0 0]
4167073326,1306517487,[0 0 0 ... 0 0 0]
4236042699,1324140687,[0 0 0 ... 0 0 0]
1027907327,1053268975,[0 0 0 ... 0 0 0]
2871236830,1169115424,[0 0 0 ... 0 0 0]
3185661276,1196333787,[0 0 0 ... 0 0 0]
4003932423,1275187337,[0 0 0 ... 0 0 0]
3457902343,1214037214,[0 0 0 ... 0 0 0]
1065196434,1055727688,[0 0 0 ... 0 0 0]
1093950592,1060554765,[0 0 0 ... 0 0 0]
4012721152,1276309245,[0 0 0 ... 0 0 0]
1702718445,1099557212,[0 0 0 ... 0 0 0]
274784048,1005004950,[0 0 0 ... 0 0 0]
545006996,1024782433,[0 0 0 ... 0 0 0]
2230072266,1132749767,[0 0 0 ... 0 0 0]
777042979,1318077568,[0 0 0 ... 0 0 0]
4116506667,1293167977,[0 0 0 ... 0 0 0]
138719533,956368238,[0 0 0 ... 0 0 0]
278542976,1127635504,[0 0 0 ... 0 0 0]
180671351,927604280,[0 0 0 ... 0 0 0]
3390635946,1211092810,[0 0 0 ... 0 0 0]
4037578218,1279086616,[0 0 0 ... 0 0 0]
102705660,862582914,[0 0 0 ... 0 0 0]
120559396,874700481,[1 1 1 ... 0 0 0]
2940639824,1174590903,[0 0 0 ... 0 0 0]
4197668662,1313370094,[0 0 0 ... 0 0 0]
294482116,987639431,[0 0 0 ... 0 0 0]
1590990079,1092847387,[0 0 0 ... 0 0 0]
3510988488,1218443705,[0 0 0 ... 0 0 0]
150414377,1048026967,[0 0 0 ... 0 0 0]
4193611969,1312153846,[0 0 0 ... 0 0 0]
138760773,940548623,[0 0 0 ... 0 0 0]
3883434343,1258409208,[0 0 0 ... 0 0 0]
1394131708,1078129249,[0 0 0 ... 0 0 0]
4135506904,1297447404,[2 2 2 ... 0 0 0]
3881729467,1257726621,[0 0 0 ... 0 0 0]
4236298710,1324229119,[0 0 0 ... 0 0 0]
4146735798,1300462988,[0 0 0 ... 0 0 0]
2747070495,1162054300,[0 0 0 ... 0 0 0]
2940639039,1174588108,[0 0 0 ... 0 0 0]
3556350613,1220850717,[0 0 0 ... 0 0 0]
6932379,882890451,[2 2 2 ... 0 0 0]
3785187454,1244540409,[0 0 0 ... 0 0 0]
4088648654,1289491203,[0 0 0 ... 0 0 0]
1118849494,1120910261,[0 0 0 ... 0 0 0]
297464071,1094722023,[0 0 0 ... 0 0 0]
543823513,1000819369,[0 0 0 ... 0 0 0]
119302080,915913687,[0 0 0 ... 0 0 0]
3821565919,1249758429,[0 0 0 ... 0 0 0]
2349852310,1190250908,[0 0 0 ... 0 0 0]
2152081866,1128649545,[0 0 0 ... 0 0 0]
2973492855,1177726576,[0 0 0 ... 0 0 0]
2646579420,1154987520,[0 0 0 ... 0 0 0]
4197532135,1313566884,[0 0 0 ... 0 0 0]
3941341740,1267057181,[0 0 0 ... 0 0 0]
138728888,957643561,[0 0 0 ... 0 0 0]
4159407703,1303779860,[0 0 0 ... 0 0 0]
3300504402,1204972487,[0 0 0 ... 0 0 0]
3850328368,1252627317,[0 0 0 ... 0 0 0]
3490668387,1217174207,[0 0 0 ... 0 0 0]
3128687468,1192478413,[0 0 0 ... 0 0 0]
3902216523,1261978660,[0 0 0 ... 0 0 0]
4139330387,1298398390,[0 0 0 ... 0 0 0]
2074468043,1124257483,[0 0 0 ... 0 0 0]
3705636081,1236142909,[0 0 0 ... 0 0 0]
7366641,294483293,[0 0 0 ... 0 0 0]
3644594205,1231092635,[0 0 0 ... 0 0 0]
2987928179,1178733245,[0 0 0 ... 0 0 0]
4127730975,1295994723,[0 0 0 ... 0 0 0]
1035052879,1053577154,[0 0 0 ... 0 0 0]
3921318569,1263898160,[0 0 0 ... 1 1 1]
3147737782,1193628329,[1 1 1 ... 0 0 0]
4229443142,1323195561,[0 0 0 ... 0 0 0]
3120502242,1192022427,[0 0 0 ... 0 0 0]
3905200031,1262751759,[0 0 0 ... 0 0 0]
4108951026,1292554721,[0 0 0 ... 0 0 0]
60494057,883377329,[0 0 0 ... 0 0 0]
3120284893,1192013406,[0 0 0 ... 0 0 0]
4193506517,1312104854,[0 0 0 ... 0 0 0]
131729908,885990380,[0 0 0 ... 0 0 0]
3942384490,1267279696,[0 0 0 ... 0 0 0]
2810134374,1258596448,[0 0 0 ... 0 0 0]
1418027199,1079246598,[1 1 1 ... 0 0 0]
102704990,862582846,[0 0 0 ... 0 0 0]
3855161633,1253152178,[0 0 0 ... 0 0 0]
1190507058,1068211059,[0 0 0 ... 0 0 0]
146547328,1061543895,[0 0 0 ... 0 0 0]
2560148198,1149519686,[0 0 0 ... 0 0 0]
184388,625866,[0 0 0 ... 0 0 0]
48763269,845574787,[0 0 0 ... 0 0 0]
1543320872,1308828134,[0 0 0 ... 0 0 0]
4054199972,1282040935,[0 0 0 ... 0 0 0]
2062702426,1123815747,[0 0 0 ... 0 0 0]
1321525357,1073611470,[0 0 0 ... 0 0 0]
647166990,1033291167,[0 0 0 ... 0 0 0]
2602862348,1233291945,[1 1 1 ... 0 0 0]
4086226020,1289193296,[0 0 0 ... 0 0 0]
278550713,1125050024,[0 0 0 ... 0 0 0]
3470090235,1215535986,[0 0 0 ... 0 0 0]
283323326,980301174,[0 0 0 ... 0 0 0]
4197670848,1313399724,[0 0 0 ... 0 0 0]
3630258669,1229938192,[0 0 0 ... 0 0 0]
294315311,987456564,[0 0 0 ... 0 0 0]
283682781,980535832,[0 0 0 ... 0 0 0]
518902777,1020236617,[0 0 0 ... 0 0 0]
61561139,435338703,[1 1 1 ... 1 1 1]
1711731517,1100059504,[0 0 0 ... 0 0 0]
3076709558,1189474196,[0 0 0 ... 0 0 0]
1035095089,1053583928,[0 0 0 ... 0 0 0]
3779327618,1244411128,[0 0 0 ... 0 0 0]
1968410562,1117204786,[0 0 0 ... 0 0 0]
2587153592,1151625303,[0 0 0 ... 0 0 0]
3211386256,1198694641,[0 0 0 ... 0 0 0]
3283669383,1204614374,[0 0 0 ... 0 0 0]
530882844,1023107591,[0 0 0 ... 0 0 0]
3410571450,1211994420,[0 0 0 ... 0 0 0]
2524655695,1318383667,[0 0 0 ... 0 0 0]
3745006188,1240226407,[0 0 0 ... 0 0 0]
598806753,1030552224,[0 0 0 ... 0 0 0]
3303148799,1205397055,[0 0 0 ... 0 0 0]
3155743355,1194218598,[0 0 0 ... 0 0 0]
4003946336,1275241665,[0 0 0 ... 0 0 0]
1375778946,1077589504,[2 2 2 ... 0 0 0]
4200881329,1316263759,[0 0 0 ... 0 0 0]
4169252194,1307262421,[0 0 0 ... 0 0 0]
4151009512,1301841115,[0 0 0 ... 0 0 0]
3938615494,1279721738,[0 0 0 ... 0 0 0]
212780556,949752961,[0 0 0 ... 0 0 0]
3826699569,1250206333,[0 0 0 ... 0 0 0]
2312769967,1135754021,[0 0 0 ... 0 0 0]
1036089605,1054182185,[0 0 0 ... 0 0 0]
189395038,1225664748,[0 0 0 ... 0 0 0]
4039606374,1279382986,[0 0 0 ... 0 0 0]
3953951915,1268890144,[0 0 0 ... 5 6 7]
2101676737,1126248696,[0 0 0 ... 0 0 0]
3565284183,1222820854,[0 0 0 ... 0 0 0]
3219109312,1198730432,[0 0 0 ... 0 0 0]
4045066416,1280447863,[0 0 0 ... 0 0 0]
2638859083,1154476862,[0 0 0 ... 0 0 0]
4151001038,1301619878,[0 0 0 ... 0 0 0]
3065096164,1188462941,[0 0 0 ... 0 0 0]
3855209135,1253161718,[0 0 0 ... 0 0 0]
2695197181,1158120627,[0 0 0 ... 0 0 0]
4227897901,1321556241,[0 0 0 ... 0 0 0]
3843163626,1251501937,[0 0 0 ... 0 0 0]
1902698058,1111006501,[0 0 0 ... 0 0 0]
1711736083,1100077727,[0 0 0 ... 0 0 0]
2015760481,1120615409,[3 3 3 ... 0 0 0]
3122651756,1192150418,[0 0 0 ... 0 0 0]
439176602,1008764668,[0 0 0 ... 0 0 0]
4163291732,1305999536,[0 0 0 ... 0 0 0]
4063436021,1284183323,[0 0 0 ... 0 0 0]
107356222,865105186,[0 0 0 ... 0 0 0]
440683235,1009306575,[0 0 0 ... 0 0 0]
212342803,949387363,[0 0 0 ... 0 0 0]
257098966,969622387,[0 0 0 ... 0 0 0]
360369535,1111151650,[0 0 0 ... 0 0 0]
136579992,920015360,[0 0 0 ... 0 0 0]
4044739284,1280334984,[0 0 0 ... 0 0 0]
3795573075,1245929415,[0 0 0 ... 0 0 0]
4017669532,1285841932,[0 0 0 ... 0 0 0]
4213442177,1317755028,[0 0 0 ... 0 0 0]
207151544,941622258,[0 0 0 ... 0 0 0]
4128438372,1295960373,[0 0 0 ... 0 0 0]
1253194005,1069962057,[0 0 0 ... 0 0 0]
4011152717,1276116104,[0 0 0 ... 0 0 0]
302283756,994274823,[0 0 0 ... 0 0 0]
4200676844,1314365827,[0 0 0 ... 0 0 0]
833342814,1283555969,[0 0 0 ... 0 0 0]
3881236588,1257595042,[0 0 0 ... 0 0 0]
3847766057,1252164134,[0 0 0 ... 0 0 0]
3894910983,1260217934,[0 0 0 ... 0 0 0]
3607249680,1227158218,[0 0 0 ... 0 0 0]
3856415346,1253338979,[0 0 0 ... 0 0 0]
1082179298,1270266166,[0 0 0 ... 0 0 0]
4231695598,1323295810,[0 0 0 ... 0 0 0]
189171053,932843846,[0 0 0 ... 0 0 0]
3344596525,1207690907,[0 0 0 ... 0 0 0]
1978100077,1118212519,[0 0 0 ... 0 0 0]
4181900956,1310378258,[0 0 0 ... 0 0 0]
4165983087,1305523282,[0 0 0 ... 0 0 0]
3887606673,1259125598,[0 0 0 ... 0 0 0]
3883191674,1257845806,[0 0 0 ... 0 0 0]
3587981330,1225674742,[0 0 0 ... 0 0 0]
2940640223,1174591980,[0 0 0 ... 0 0 0]
4177075894,1326901422,[0 0 0 ... 0 0 0]
1875756843,1108365956,[0 0 0 ... 0 0 0]
3798934084,1246418156,[0 0 0 ... 0 0 0]
3716591315,1237207761,[0 0 0 ... 0 0 0]
3813572036,1272863841,[0 0 0 ... 0 0 0]
275270810,976143593,[0 0 0 ... 0 0 0]
3745169711,1240237493,[0 0 0 ... 0 0 0]
290707841,1047162414,[0 0 0 ... 0 0 0]
3109429120,1191491226,[0 0 0 ... 0 0 0]
3737617149,1239396423,[0 0 0 ... 0 0 0]
3850328516,1252627673,[0 0 0 ... 0 0 0]
2704306775,1218767119,[0 0 0 ... 0 0 0]
53880215,676265271,[0 0 0 ... 0 0 0]
2060613034,1123671044,[0 0 0 ... 0 0 0]
3868342103,1255147269,[0 0 0 ... 0 0 0]
4046439527,1280713999,[0 0 0 ... 0 0 0]
3883456332,1258654323,[0 0 0 ... 0 0 0]
3716302764,1237270821,[0 0 0 ... 0 0 0]
1940204510,1115144784,[1 1 1 ... 0 0 0]
4121012999,1299030017,[2 2 2 ... 0 0 0]
570633949,1027279185,[0 0 0 ... 0 0 0]
4234147630,1323694454,[0 0 0 ... 0 0 0]
116114890,963423973,[0 0 0 ... 0 0 0]
4200875166,1316156428,[0 0 0 ... 0 0 0]
2190828422,1131203876,[0 0 0 ... 0 0 0]
4061637132,1283963833,[0 0 0 ... 0 0 0]
2806785399,1170306622,[0 0 0 ... 0 0 0]
1803407036,1102569367,[0 0 0 ... 0 0 0]
4077152827,1286992985,[0 0 0 ... 0 0 0]
4164668352,1305114590,[0 0 0 ... 0 0 0]
3104656722,1191324071,[0 0 0 ... 0 0 0]
3787995077,1244995970,[0 0 0 ... 0 0 0]
3382587125,1209717287,[0 0 0 ... 0 0 0]
195125026,935565316,[0 0 0 ... 0 0 0]
